用户ID,年龄,历史购买次数,是否会员,ITE,客户类型
U00057741,30,2.0,0,0.07512988427722944,自然转化型
U00072497,34,1.0,0,0.07437114556777888,自然转化型
U00088287,38,1.0,1,0.05061358244207936,自然转化型
U00089356,35,0.0,1,0.06428510241607155,自然转化型
U00074569,20,0.0,0,0.029962522226528482,自然转化型
U00071993,25,2.0,0,0.061994578944200934,自然转化型
U00068169,42,1.0,0,0.057989975461727294,自然转化型
U00093458,32,4.0,1,0.13276036106810352,敏感型
U00083291,18,1.0,0,0.05807673045461165,自然转化型
U00065531,29,5.0,1,0.14269277772803085,敏感型
U00017394,26,3.0,1,0.128809637497956,敏感型
U00053385,35,5.0,1,0.12396992307620758,敏感型
U00073434,32,1.0,0,0.0793737535704093,自然转化型
U00089725,33,2.0,0,0.07841447532181225,自然转化型
U00072333,44,2.0,1,0.055286929976967464,自然转化型
U00057655,40,4.0,1,0.10383861357967317,敏感型
U00006399,39,0.0,0,0.030470643761471627,自然转化型
U00062634,40,2.0,0,0.061504372834251864,自然转化型
U00018443,28,5.0,0,0.11644959311693664,敏感型
U00066711,43,1.0,1,0.061366130956046566,自然转化型
U00011067,29,1.0,0,0.09685185402783811,自然转化型
U00010338,44,0.0,0,0.049052618410875354,自然转化型
U00091013,33,0.0,1,0.03561529449271425,自然转化型
U00039845,42,2.0,1,0.055471504731560484,自然转化型
U00050594,26,0.0,0,0.05178342880817241,自然转化型
U00053361,47,4.0,1,0.11252772201264444,敏感型
U00002497,29,1.0,0,0.08558615153889165,自然转化型
U00082899,27,3.0,0,0.11290707471266559,敏感型
U00007067,28,5.0,1,0.14084373288771695,敏感型
U00075580,27,0.0,0,0.057948197929519746,自然转化型
U00029310,23,4.0,0,0.15387639071011255,敏感型
U00021786,21,3.0,1,0.11050659214383218,敏感型
U00034796,18,2.0,1,0.07098574187879378,自然转化型
U00037180,25,2.0,1,0.084452112789281,自然转化型
U00024734,33,1.0,1,0.07688878635729418,自然转化型
U00062484,23,1.0,0,0.05240273140818183,自然转化型
U00071593,27,3.0,1,0.12856237995614972,敏感型
U00008339,33,1.0,1,0.09610229467519296,自然转化型
U00035802,30,3.0,1,0.10277788166770113,敏感型
U00093773,42,5.0,1,0.09864075599563082,自然转化型
U00095152,29,3.0,1,0.12032959156018513,敏感型
U00057347,19,4.0,1,0.1155915726201282,敏感型
U00028852,27,2.0,1,0.07226130839621,自然转化型
U00007466,25,2.0,0,0.091748693103852,自然转化型
U00089545,31,1.0,1,0.10333430964019638,敏感型
U00079092,43,1.0,1,0.054398500981714976,自然转化型
U00060241,29,3.0,0,0.12334521535746812,敏感型
U00004102,25,1.0,1,0.07070776457212996,自然转化型
U00034541,22,3.0,0,0.11411312129064022,敏感型
U00092657,27,3.0,1,0.14145074477464542,敏感型
U00026051,38,3.0,0,0.10539195519658573,敏感型
U00038229,32,1.0,1,0.09404742334921626,自然转化型
U00012478,28,2.0,1,0.07599158607617268,自然转化型
U00075831,34,1.0,1,0.08379911828699677,自然转化型
U00086085,18,1.0,0,0.08480959151741166,自然转化型
U00065303,35,3.0,0,0.09419562447702623,自然转化型
U00068162,35,9.0,0,0.09549174223326118,自然转化型
U00082955,34,4.0,0,0.1380095999466212,敏感型
U00055326,34,1.0,0,0.0817615018621286,自然转化型
U00076413,32,3.0,0,0.12396901031430302,敏感型
U00024932,36,1.0,0,0.06677566098167215,自然转化型
U00036125,21,2.0,1,0.0726426103842685,自然转化型
U00001910,33,2.0,1,0.09715200923415732,自然转化型
U00042731,29,4.0,0,0.1615824061150351,敏感型
U00041182,38,3.0,0,0.07764069820871411,自然转化型
U00052898,28,1.0,0,0.08145406549799095,自然转化型
U00015606,30,4.0,0,0.13235588165971607,敏感型
U00095605,25,2.0,1,0.06827146285091001,自然转化型
U00030856,32,0.0,0,0.057104278836667494,自然转化型
U00051190,24,2.0,0,0.070698200435372,自然转化型
U00019124,30,2.0,0,0.10424393124865072,敏感型
U00070103,33,2.0,0,0.07362233880684407,自然转化型
U00092715,39,1.0,0,0.06102976617785058,自然转化型
U00026368,36,4.0,0,0.08698418256419599,自然转化型
U00033269,29,1.0,1,0.07979386200935837,自然转化型
U00099697,30,1.0,0,0.08193679639809218,自然转化型
U00035203,25,0.0,0,0.06817004955943992,自然转化型
U00043747,32,4.0,1,0.13236454792941493,敏感型
U00047006,40,4.0,1,0.11823397156975501,敏感型
U00058506,43,4.0,0,0.11723204183580849,敏感型
U00075979,46,4.0,1,0.1066713652711892,敏感型
U00080472,33,2.0,1,0.08376558938152895,自然转化型
U00029113,26,3.0,0,0.12176223187895063,敏感型
U00059844,41,3.0,0,0.10350772412969211,敏感型
U00084663,26,0.0,0,0.08038604825041712,自然转化型
U00027851,36,5.0,1,0.10478906382083986,敏感型
U00022832,27,8.0,0,0.13363337023741234,敏感型
U00024471,28,1.0,1,0.07480036925776659,自然转化型
U00097690,28,2.0,1,0.07594741922080897,自然转化型
U00081256,38,0.0,1,0.050423723555190786,自然转化型
U00081693,39,3.0,0,0.09604135168450123,自然转化型
U00046251,38,1.0,0,0.06895636200198219,自然转化型
U00071440,30,0.0,0,0.06713625332399151,自然转化型
U00086770,32,2.0,0,0.07509586965910967,自然转化型
U00019942,35,4.0,0,0.10328286357603417,敏感型
U00003258,26,0.0,0,0.06817207810102327,自然转化型
U00026463,27,1.0,0,0.0741879355346903,自然转化型
U00018215,18,1.0,1,0.06684058266142603,自然转化型
U00027573,36,1.0,0,0.07631217536041518,自然转化型
U00065515,37,2.0,0,0.0618000987472728,自然转化型
U00035083,33,3.0,0,0.12527372246925278,敏感型
U00006557,31,0.0,0,0.05636101693540452,自然转化型
U00054771,42,1.0,1,0.05596284343769847,自然转化型
U00079568,29,2.0,0,0.08290813962744406,自然转化型
U00028074,27,1.0,0,0.07987789649760837,自然转化型
U00082126,18,2.0,1,0.06331504008653568,自然转化型
U00087114,25,1.0,0,0.0681093677384734,自然转化型
U00026246,27,1.0,1,0.0891535743112965,自然转化型
U00003323,19,5.0,0,0.10749163302472664,敏感型
U00023403,35,4.0,1,0.09878204757440207,自然转化型
U00000993,30,3.0,1,0.14120787568205617,敏感型
U00041663,20,3.0,1,0.11424674342029761,敏感型
U00074037,32,4.0,0,0.13945353762595952,敏感型
U00073035,27,0.0,0,0.050306334339953046,自然转化型
U00061588,44,0.0,0,0.052624928861323195,自然转化型
U00077262,20,0.0,0,0.029962522226528482,自然转化型
U00039639,34,0.0,1,0.061681480970695285,自然转化型
U00061175,36,3.0,0,0.0865133477921129,自然转化型
U00069657,33,6.0,0,0.12005999950959217,敏感型
U00061718,40,4.0,0,0.1118066745051649,敏感型
U00041487,35,0.0,0,0.07035366625352224,自然转化型
U00020099,18,4.0,0,0.16043596682329536,敏感型
U00048428,50,1.0,0,0.04027005506024517,自然转化型
U00097928,32,1.0,0,0.07479902694212442,自然转化型
U00066012,22,0.0,0,0.02833321537671865,自然转化型
U00013395,34,0.0,1,0.03666582056741444,自然转化型
U00034476,35,6.0,1,0.12319485074118508,敏感型
U00033334,20,1.0,0,0.047336160820708656,自然转化型
U00033008,35,1.0,0,0.08765250256648752,自然转化型
U00046461,33,2.0,1,0.07231508516696517,自然转化型
U00061526,32,4.0,0,0.11911742033187644,敏感型
U00033411,44,1.0,0,0.06875392940358221,自然转化型
U00084171,23,1.0,1,0.07521972221502929,自然转化型
U00022346,45,2.0,0,0.05970999675930869,自然转化型
U00092617,27,1.0,0,0.0676630907133334,自然转化型
U00065819,26,0.0,0,0.08038604825041712,自然转化型
U00001861,30,2.0,1,0.07613792139203682,自然转化型
U00048888,39,2.0,1,0.0679125273841352,自然转化型
U00012540,26,3.0,0,0.1302175845155314,敏感型
U00033779,24,2.0,0,0.0697632936722076,自然转化型
U00036412,23,1.0,0,0.0600162737424996,自然转化型
U00090250,35,1.0,0,0.07387030643104575,自然转化型
U00038485,27,5.0,0,0.141118591877137,敏感型
U00000284,22,4.0,1,0.12536878375233085,敏感型
U00050102,29,3.0,0,0.1450237498522704,敏感型
U00034185,32,5.0,0,0.12018034923851617,敏感型
U00072350,34,3.0,1,0.11262668009762922,敏感型
U00016299,19,1.0,0,0.055465629001700156,自然转化型
U00067700,33,3.0,0,0.11513379761846126,敏感型
U00061376,26,1.0,0,0.07811098375334574,自然转化型
U00021651,25,4.0,1,0.12237992668561776,敏感型
U00099611,35,1.0,0,0.06410645576365967,自然转化型
U00012777,23,1.0,0,0.05508991769749563,自然转化型
U00005435,37,4.0,1,0.1282728108606382,敏感型
U00088045,18,1.0,0,0.05437499195437864,自然转化型
U00088198,18,5.0,1,0.10713122884132781,敏感型
U00072886,28,0.0,0,0.08045610669442516,自然转化型
U00053314,43,3.0,0,0.10103583042432696,自然转化型
U00031039,34,4.0,0,0.11509260780426867,敏感型
U00083854,18,2.0,0,0.05922533277667577,自然转化型
U00039242,21,7.0,0,0.12876468522854373,敏感型
U00033595,30,1.0,1,0.08531249241942179,自然转化型
U00096051,31,1.0,1,0.08165200142601478,自然转化型
U00016927,25,1.0,1,0.07965593218154576,自然转化型
U00068375,30,1.0,0,0.0875397193696599,自然转化型
U00074974,41,0.0,0,0.04964737418468565,自然转化型
U00087040,27,2.0,1,0.090626734513292,自然转化型
U00039363,34,2.0,1,0.08284416808791262,自然转化型
U00040971,25,3.0,0,0.141075363153491,敏感型
U00034463,23,5.0,1,0.1318850446134987,敏感型
U00008875,35,4.0,0,0.15062879713956961,敏感型
U00099750,49,6.0,0,0.12655077511792856,敏感型
U00015045,33,2.0,1,0.08134051223239774,自然转化型
U00070299,35,0.0,1,0.06428510241607155,自然转化型
U00000507,27,2.0,0,0.074518305341809,自然转化型
U00030194,37,3.0,1,0.11395789202961848,敏感型
U00082662,18,1.0,1,0.07934610507670642,自然转化型
U00082435,30,2.0,1,0.07539280926889722,自然转化型
U00088228,24,1.0,0,0.06389652914010319,自然转化型
U00016114,31,5.0,1,0.0934803135167227,自然转化型
U00018089,32,2.0,0,0.1023530015395542,敏感型
U00088164,26,3.0,0,0.14877069174263702,敏感型
U00018335,29,6.0,0,0.12806808104341566,敏感型
U00041701,42,3.0,1,0.09608663840902915,自然转化型
U00086826,40,1.0,1,0.05672824088381773,自然转化型
U00003177,20,2.0,1,0.10430189721024993,敏感型
U00016768,27,1.0,1,0.09833992031396768,自然转化型
U00023096,30,2.0,1,0.07921155748054193,自然转化型
U00037672,25,1.0,0,0.11062797473065716,敏感型
U00047470,32,2.0,0,0.08185583717977737,自然转化型
U00041382,22,4.0,0,0.12917817286152206,敏感型
U00057644,38,1.0,1,0.07329112406845414,自然转化型
U00059003,43,1.0,0,0.07066437161665556,自然转化型
U00005570,24,0.0,0,0.04243861767817392,自然转化型
U00033613,31,3.0,1,0.13636890587616385,敏感型
U00098000,35,2.0,0,0.07596947721099995,自然转化型
U00023883,24,3.0,0,0.13655865638727582,敏感型
U00088142,36,3.0,1,0.10535683781961097,敏感型
U00044325,29,5.0,0,0.13749322853081913,敏感型
U00022658,36,3.0,0,0.058177605581196,自然转化型
U00074260,19,3.0,1,0.11385121777865775,敏感型
U00004674,23,2.0,0,0.04988172722658299,自然转化型
U00080217,41,0.0,1,0.043902683215783944,自然转化型
U00094857,25,4.0,0,0.15246843198452337,敏感型
U00055333,42,4.0,1,0.09319127619522821,自然转化型
U00066614,32,7.0,1,0.14021356827445258,敏感型
U00008311,24,1.0,0,0.08866313770368353,自然转化型
U00093308,41,0.0,1,0.06732770395305523,自然转化型
U00060493,25,6.0,0,0.13068636700165637,敏感型
U00073167,27,6.0,1,0.14884555647610676,敏感型
U00050781,34,1.0,0,0.08847255362205364,自然转化型
U00098022,26,3.0,0,0.14695525722761854,敏感型
U00016890,39,2.0,0,0.07086006503598627,自然转化型
U00004569,43,1.0,1,0.0406427395179908,自然转化型
U00075726,42,2.0,0,0.06533946893500797,自然转化型
U00030502,42,5.0,1,0.09814601432879544,自然转化型
U00096988,23,1.0,0,0.06252187606874351,自然转化型
U00047071,36,4.0,1,0.1211623265691395,敏感型
U00005712,23,3.0,0,0.12499308285327265,敏感型
U00040744,30,0.0,1,0.04802529912570028,自然转化型
U00032654,39,4.0,0,0.12814818391867522,敏感型
U00037291,32,4.0,0,0.11257373447488628,敏感型
U00030082,38,1.0,1,0.06690386911855059,自然转化型
U00087369,18,1.0,1,0.06796584197076994,自然转化型
U00089885,27,1.0,0,0.09514679605304147,自然转化型
U00088308,32,4.0,1,0.13425760047163054,敏感型
U00090207,52,3.0,0,0.1645569590338628,敏感型
U00048726,26,2.0,0,0.07462317428557855,自然转化型
U00039446,43,2.0,1,0.04573647781062354,自然转化型
U00045587,18,2.0,1,0.062035805300860336,自然转化型
U00094933,34,2.0,0,0.06883718055290747,自然转化型
U00029567,31,0.0,0,0.060750372907661665,自然转化型
U00027971,21,1.0,0,0.0877515129039397,自然转化型
U00022923,28,2.0,1,0.0916852921307699,自然转化型
U00044705,35,6.0,1,0.11712570948388346,敏感型
U00019014,22,1.0,0,0.059271109506286446,自然转化型
U00098451,20,4.0,0,0.12781223624082488,敏感型
U00050948,25,1.0,1,0.08157481943552569,自然转化型
U00041290,52,0.0,0,0.0762245243042147,自然转化型
U00029577,41,0.0,0,0.04858789094082072,自然转化型
U00038295,29,6.0,0,0.12921431314740833,敏感型
U00073143,27,1.0,0,0.07793834895798038,自然转化型
U00081257,39,1.0,1,0.07615823510041422,自然转化型
U00076487,32,2.0,0,0.08179089662327557,自然转化型
U00043392,31,2.0,0,0.108546616362062,敏感型
U00001038,20,1.0,1,0.07881868920840426,自然转化型
U00045992,30,1.0,1,0.09436258074529294,自然转化型
U00008921,45,1.0,0,0.06443382942406414,自然转化型
U00083265,28,0.0,0,0.04840865608241446,自然转化型
U00064546,43,2.0,0,0.06200388553489125,自然转化型
U00096760,38,3.0,0,0.09224522548447922,自然转化型
U00074315,19,3.0,0,0.08418914168025221,自然转化型
U00062924,26,3.0,1,0.12629826368802843,敏感型
U00095224,36,4.0,1,0.0871948919799515,自然转化型
U00043380,21,5.0,0,0.14150467903546232,敏感型
U00078144,44,1.0,0,0.06784463533371607,自然转化型
U00005937,41,3.0,0,0.08432146018898551,自然转化型
U00066247,29,0.0,0,0.045232501839001904,自然转化型
U00039041,34,5.0,0,0.0956406626059263,自然转化型
U00027208,40,5.0,0,0.1032162397266726,敏感型
U00053676,29,1.0,0,0.08093533748333129,自然转化型
U00004758,42,2.0,0,0.05899603552457147,自然转化型
U00066288,26,0.0,0,0.08038604825041712,自然转化型
U00003717,57,3.0,0,0.12757296939771806,敏感型
U00085858,38,3.0,0,0.06493571506015233,自然转化型
U00049388,46,6.0,0,0.07190597205610272,自然转化型
U00086693,41,2.0,0,0.07224514668000384,自然转化型
U00084335,33,0.0,0,0.058867009904342765,自然转化型
U00037390,30,4.0,1,0.14825531135792447,敏感型
U00044522,23,2.0,1,0.0688622100459289,自然转化型
U00093340,27,1.0,1,0.08594184741769831,自然转化型
U00035487,25,0.0,1,0.03744267985283181,自然转化型
U00093361,20,2.0,0,0.06029113035488956,自然转化型
U00061907,21,2.0,1,0.06916841425263115,自然转化型
U00046092,38,2.0,1,0.06093749466573983,自然转化型
U00005757,36,2.0,0,0.06624782338159063,自然转化型
U00065933,33,1.0,1,0.09488123371583043,自然转化型
U00018366,26,3.0,0,0.13930845325291452,敏感型
U00022996,21,2.0,0,0.0654448579488199,自然转化型
U00097181,18,0.0,0,0.020199594503356122,自然转化型
U00088270,28,5.0,0,0.12577036768013217,敏感型
U00016393,44,2.0,0,0.05463184706063448,自然转化型
U00098137,40,1.0,0,0.08582494829547585,自然转化型
U00040794,34,3.0,1,0.10386314229788268,敏感型
U00007761,42,2.0,1,0.05372205536553379,自然转化型
U00027127,48,3.0,1,0.13311250445881817,敏感型
U00041503,30,0.0,1,0.05830981211586783,自然转化型
U00089874,18,4.0,0,0.1060341880691425,敏感型
U00069391,19,3.0,0,0.09163421052116089,自然转化型
U00091331,42,2.0,1,0.053123396384359894,自然转化型
U00054114,35,1.0,0,0.0734892736207606,自然转化型
U00092932,31,5.0,1,0.11997274669744806,敏感型
U00091193,21,2.0,1,0.077332806131054,自然转化型
U00028512,18,0.0,0,0.020199594503356122,自然转化型
U00084985,31,0.0,1,0.059970072174694466,自然转化型
U00022986,26,2.0,0,0.06064227137232092,自然转化型
U00045826,18,2.0,1,0.06863950152205928,自然转化型
U00049008,23,0.0,0,0.04412702184578632,自然转化型
U00096626,19,0.0,0,0.04206674111366604,自然转化型
U00025141,24,2.0,0,0.06844312466025226,自然转化型
U00056910,26,0.0,0,0.06817207810102327,自然转化型
U00048785,23,3.0,1,0.11249070582474396,敏感型
U00003687,51,2.0,0,0.1659207514752599,敏感型
U00053962,38,2.0,0,0.07143691120511275,自然转化型
U00089767,34,3.0,1,0.1177340913473886,敏感型
U00045560,28,3.0,1,0.12121738009229027,敏感型
U00099067,34,3.0,1,0.14038079354104416,敏感型
U00095707,25,5.0,0,0.1380845949995665,敏感型
U00030833,36,2.0,1,0.07098429481624688,自然转化型
U00062145,27,4.0,0,0.13568170451103734,敏感型
U00091623,27,1.0,0,0.07182009365455652,自然转化型
U00036852,26,0.0,1,0.05554792262227942,自然转化型
U00024256,28,4.0,0,0.1520043710195751,敏感型
U00037372,51,4.0,1,0.12854279407082891,敏感型
U00038463,33,1.0,0,0.08084001915769112,自然转化型
U00089720,35,1.0,1,0.07433296018605595,自然转化型
U00018192,29,2.0,0,0.09708738046177284,自然转化型
U00028568,19,1.0,0,0.051238581556468876,自然转化型
U00094387,28,2.0,0,0.07452744338898024,自然转化型
U00085282,35,3.0,1,0.11593127936483072,敏感型
U00055598,30,3.0,0,0.09012402813036136,自然转化型
U00054360,21,4.0,0,0.09966284121964164,自然转化型
U00050766,42,2.0,0,0.08586406707810879,自然转化型
U00001098,18,1.0,0,0.05290249980644199,自然转化型
U00070823,33,2.0,1,0.11708940187071934,敏感型
U00003149,31,2.0,0,0.07670481924373046,自然转化型
U00084245,36,3.0,1,0.09011776606818522,自然转化型
U00079227,29,4.0,0,0.12168370644633952,敏感型
U00046958,41,4.0,0,0.10454462702576933,敏感型
U00092888,25,1.0,0,0.06229466474354187,自然转化型
U00018234,40,0.0,1,0.035654542443373405,自然转化型
U00011440,32,2.0,1,0.095166938239729,自然转化型
U00008844,29,0.0,0,0.06462803604071835,自然转化型
U00093753,18,2.0,0,0.05767422528747815,自然转化型
U00004155,39,0.0,0,0.030470643761471627,自然转化型
U00027928,18,1.0,0,0.048187896627396726,自然转化型
U00052767,22,1.0,0,0.06215694754969825,自然转化型
U00030430,32,3.0,1,0.13007601900720556,敏感型
U00014131,37,8.0,1,0.10409433060296147,敏感型
U00054828,33,2.0,1,0.08684724633667337,自然转化型
U00019490,31,2.0,0,0.06291981694246654,自然转化型
U00051235,33,2.0,0,0.07635183952525573,自然转化型
U00081565,42,1.0,1,0.062293953889032166,自然转化型
U00043743,18,3.0,1,0.07256915237781247,自然转化型
U00050525,29,3.0,1,0.12318493614368375,敏感型
U00098830,19,2.0,0,0.056602542878024076,自然转化型
