用户ID,性别,年龄,肤质,是否会员,常用省份
U00090779,女,25,敏感肌,是,江苏
U00090780,女,24,油性/混油,是,上海
U00090781,女,42,干性/混干,否,浙江
U00090782,女,35,敏感肌,是,江苏
U00090783,女,29,中性,是,北京
U00090784,女,27,敏感肌,是,北京
U00090785,女,38,干性/混干,是,湖南
U00090786,男,28,干性/混干,是,湖南
U00090787,女,38,中性,否,广东
U00090788,男,42,油性/混油,是,广东
U00090789,女,32,敏感肌,是,山东
U00090790,女,21,油性/混油,是,广东
U00090791,男,36,敏感肌,是,山东
U00090792,男,40,油性/混油,否,河南
U00090793,女,41,油性/混油,是,广东
U00090794,女,33,敏感肌,是,湖南
U00090795,女,18,敏感肌,是,山东
U00090796,男,28,敏感肌,是,浙江
U00090797,女,28,敏感肌,否,广东
U00090798,女,38,油性/混油,是,浙江
U00090799,女,35,油性/混油,是,江苏
U00090800,男,39,油性/混油,否,广东
U00090801,女,26,干性/混干,是,浙江
U00090802,男,33,油性/混油,是,浙江
U00090803,女,18,干性/混干,否,浙江
U00090804,男,28,敏感肌,否,北京
U00090805,女,20,油性/混油,否,河南
U00090806,女,45,敏感肌,是,上海
U00090807,女,35,敏感肌,是,湖南
U00090808,女,35,敏感肌,是,浙江
U00090809,女,22,油性/混油,否,湖北
U00090810,男,30,油性/混油,否,江苏
U00090811,男,37,敏感肌,是,河南
U00090812,女,25,敏感肌,是,湖北
U00090813,男,28,中性,否,江苏
U00090814,女,40,敏感肌,是,山东
U00090815,女,23,敏感肌,是,四川
U00090816,女,28,干性/混干,是,上海
U00090817,女,25,敏感肌,是,江苏
U00090818,女,34,干性/混干,是,广东
U00090819,女,38,中性,否,上海
U00090820,女,44,敏感肌,否,四川
U00090821,女,35,敏感肌,否,广东
U00090822,女,41,敏感肌,否,山东
U00090823,女,34,油性/混油,是,广东
U00090824,女,21,油性/混油,是,广东
U00090825,女,32,干性/混干,是,湖北
U00090826,男,32,敏感肌,是,四川
U00090827,女,40,干性/混干,是,广东
U00090828,女,31,敏感肌,否,北京
U00090829,女,29,敏感肌,是,广东
U00090830,女,25,干性/混干,是,江苏
U00090831,女,29,敏感肌,是,河南
U00090832,女,31,干性/混干,是,上海
U00090833,女,36,敏感肌,是,广东
U00090834,男,25,中性,否,江苏
U00090835,女,50,油性/混油,是,广东
U00090836,女,24,敏感肌,否,湖南
U00090837,男,21,油性/混油,否,北京
U00090838,男,36,油性/混油,是,浙江
U00090839,男,21,敏感肌,否,江苏
U00090840,女,32,敏感肌,是,四川
U00090841,女,26,中性,否,四川
U00090842,女,37,干性/混干,是,湖北
U00090843,女,33,敏感肌,是,广东
U00090844,女,41,油性/混油,是,浙江
U00090845,男,35,油性/混油,否,广东
U00090846,女,32,敏感肌,否,湖南
U00090847,男,33,油性/混油,否,浙江
U00090848,女,24,敏感肌,否,上海
U00090849,女,26,干性/混干,是,广东
U00090850,女,33,敏感肌,否,广东
U00090851,女,36,油性/混油,是,浙江
U00090852,女,29,干性/混干,是,江苏
U00090853,女,30,油性/混油,否,广东
U00090854,男,28,敏感肌,否,上海
U00090855,男,35,敏感肌,否,北京
U00090856,男,32,油性/混油,否,上海
U00090857,男,36,干性/混干,否,江苏
U00090858,男,27,敏感肌,否,江苏
U00090859,女,31,敏感肌,是,上海
U00090860,女,44,干性/混干,是,北京
U00090861,女,48,油性/混油,是,广东
U00090862,女,30,敏感肌,否,江苏
U00090863,男,42,中性,否,浙江
U00090864,女,42,油性/混油,是,四川
U00090865,女,38,中性,是,江苏
U00090866,男,18,干性/混干,否,上海
U00090867,女,20,敏感肌,否,河南
U00090868,女,27,油性/混油,是,浙江
U00090869,男,28,油性/混油,否,江苏
U00090870,男,24,敏感肌,是,河南
U00090871,男,36,油性/混油,否,河南
U00090872,女,36,干性/混干,否,河南
U00090873,女,46,干性/混干,是,广东
U00090874,男,27,敏感肌,是,湖北
U00090875,女,26,中性,否,河南
U00090876,女,33,中性,是,浙江
U00090877,男,21,中性,是,山东
U00090878,女,46,中性,否,河南
U00090879,男,29,干性/混干,否,广东
U00090880,女,31,油性/混油,是,北京
U00090881,男,33,干性/混干,否,上海
U00090882,女,30,敏感肌,是,湖南
U00090883,男,29,中性,是,湖南
U00090884,女,50,敏感肌,是,江苏
U00090885,女,32,油性/混油,是,浙江
U00090886,女,35,敏感肌,否,广东
U00090887,女,28,油性/混油,否,上海
U00090888,男,36,油性/混油,否,四川
U00090889,男,32,敏感肌,是,浙江
U00090890,女,33,敏感肌,是,浙江
U00090891,男,35,敏感肌,否,上海
U00090892,女,39,敏感肌,是,浙江
U00090893,男,37,敏感肌,否,上海
U00090894,女,31,干性/混干,否,浙江
U00090895,女,32,敏感肌,否,江苏
U00090896,女,23,中性,是,湖南
U00090897,男,30,干性/混干,否,山东
U00090898,女,32,油性/混油,否,上海
U00090899,女,39,油性/混油,是,上海
U00090900,女,18,敏感肌,否,江苏
U00090901,男,34,中性,否,山东
U00090902,女,25,干性/混干,否,上海
U00090903,女,38,油性/混油,否,河南
U00090904,男,42,敏感肌,否,浙江
U00090905,女,31,中性,是,浙江
U00090906,男,43,干性/混干,是,北京
U00090907,女,38,敏感肌,否,上海
U00090908,女,33,干性/混干,是,山东
U00090909,男,19,中性,否,江苏
U00090910,男,35,干性/混干,否,山东
U00090911,男,25,油性/混油,否,江苏
U00090912,男,18,油性/混油,否,江苏
U00090913,男,23,敏感肌,否,上海
U00090914,女,42,中性,否,广东
U00090915,女,33,敏感肌,是,广东
U00090916,女,41,中性,是,湖南
U00090917,女,44,敏感肌,是,湖北
U00090918,女,34,中性,否,浙江
U00090919,男,27,敏感肌,否,山东
U00090920,女,23,干性/混干,否,北京
U00090921,女,31,油性/混油,否,广东
U00090922,女,24,中性,否,浙江
U00090923,女,22,中性,否,湖南
U00090924,女,26,油性/混油,否,上海
U00090925,女,29,油性/混油,是,河南
U00090926,男,30,中性,否,四川
U00090927,男,31,中性,否,广东
U00090928,女,35,干性/混干,否,山东
U00090929,女,30,敏感肌,是,上海
U00090930,女,38,敏感肌,否,广东
U00090931,女,37,中性,否,江苏
U00090932,男,39,干性/混干,否,山东
U00090933,女,31,干性/混干,是,广东
U00090934,女,22,油性/混油,是,北京
U00090935,女,30,中性,否,山东
U00090936,男,24,敏感肌,是,广东
U00090937,女,38,油性/混油,是,上海
U00090938,女,20,中性,是,上海
U00090939,男,34,干性/混干,否,浙江
U00090940,女,33,油性/混油,否,北京
U00090941,女,37,干性/混干,是,河南
U00090942,女,34,油性/混油,是,北京
U00090943,女,31,油性/混油,是,江苏
U00090944,女,23,敏感肌,否,广东
U00090945,男,45,干性/混干,否,湖南
U00090946,女,31,中性,是,广东
U00090947,女,29,干性/混干,否,河南
U00090948,女,32,干性/混干,否,广东
U00090949,女,41,敏感肌,否,广东
U00090950,男,29,中性,否,山东
U00090951,男,41,油性/混油,是,广东
U00090952,女,33,干性/混干,是,四川
U00090953,女,37,敏感肌,否,浙江
U00090954,女,34,油性/混油,否,浙江
U00090955,男,37,敏感肌,否,上海
U00090956,女,39,敏感肌,是,江苏
U00090957,女,35,中性,否,四川
U00090958,男,44,干性/混干,否,山东
U00090959,男,31,干性/混干,否,山东
U00090960,女,41,干性/混干,否,山东
U00090961,女,27,油性/混油,是,江苏
U00090962,男,35,中性,是,江苏
U00090963,女,25,敏感肌,是,浙江
U00090964,女,25,干性/混干,否,山东
U00090965,女,42,干性/混干,否,北京
U00090966,女,48,敏感肌,是,河南
U00090967,女,30,敏感肌,是,四川
U00090968,女,23,油性/混油,否,江苏
U00090969,女,31,中性,否,江苏
U00090970,男,25,油性/混油,否,广东
U00090971,男,42,油性/混油,否,浙江
U00090972,女,36,干性/混干,是,上海
U00090973,女,36,敏感肌,否,河南
U00090974,女,31,敏感肌,否,河南
U00090975,女,26,干性/混干,否,上海
U00090976,女,40,敏感肌,否,广东
U00090977,男,31,油性/混油,否,湖北
U00090978,女,23,敏感肌,否,广东
U00090979,男,44,敏感肌,否,广东
U00090980,女,51,敏感肌,是,广东
U00090981,女,33,油性/混油,否,广东
U00090982,男,34,中性,否,广东
U00090983,女,46,油性/混油,是,浙江
U00090984,女,29,干性/混干,是,北京
U00090985,女,41,中性,是,广东
U00090986,男,27,敏感肌,否,江苏
U00090987,女,35,干性/混干,否,上海
U00090988,男,24,敏感肌,否,山东
U00090989,女,29,中性,是,广东
U00090990,男,18,干性/混干,否,广东
U00090991,男,35,中性,否,北京
U00090992,女,35,干性/混干,是,河南
U00090993,男,23,油性/混油,是,浙江
U00090994,女,49,干性/混干,否,江苏
U00090995,女,32,油性/混油,是,湖南
U00090996,女,30,油性/混油,否,上海
U00090997,男,24,敏感肌,否,江苏
U00090998,女,38,干性/混干,是,湖南
U00090999,女,24,油性/混油,是,广东
U00091000,女,38,油性/混油,否,湖南
U00091001,女,24,中性,否,北京
U00091002,女,35,敏感肌,是,江苏
U00091003,女,30,敏感肌,否,广东
U00091004,男,38,敏感肌,否,浙江
U00091005,女,21,油性/混油,是,浙江
U00091006,女,35,油性/混油,否,广东
U00091007,女,24,油性/混油,否,上海
U00091008,女,26,中性,是,湖南
U00091009,女,36,敏感肌,是,江苏
U00091010,女,32,敏感肌,是,广东
U00091011,女,34,敏感肌,否,北京
U00091012,女,38,敏感肌,否,浙江
U00091013,女,33,干性/混干,是,上海
U00091014,女,30,油性/混油,否,广东
U00091015,男,23,敏感肌,否,浙江
U00091016,男,49,干性/混干,否,广东
U00091017,女,36,油性/混油,否,北京
U00091018,女,32,中性,否,山东
U00091019,女,29,敏感肌,否,广东
U00091020,女,33,中性,是,四川
U00091021,女,31,中性,是,浙江
U00091022,男,36,敏感肌,否,湖南
U00091023,女,27,中性,是,北京
U00091024,女,45,中性,是,河南
U00091025,女,37,干性/混干,是,上海
U00091026,女,18,中性,是,江苏
U00091027,女,34,敏感肌,是,广东
U00091028,女,38,油性/混油,否,四川
U00091029,女,21,干性/混干,否,广东
U00091030,女,40,干性/混干,否,广东
U00091031,女,37,干性/混干,是,河南
U00091032,男,21,敏感肌,否,北京
U00091033,女,30,干性/混干,是,河南
U00091034,女,22,干性/混干,否,湖南
U00091035,男,38,中性,否,浙江
U00091036,女,23,油性/混油,否,广东
U00091037,女,24,中性,是,江苏
U00091038,女,32,敏感肌,是,浙江
U00091039,女,48,敏感肌,是,湖南
U00091040,女,41,油性/混油,是,湖南
U00091041,女,24,敏感肌,否,上海
U00091042,女,22,敏感肌,否,江苏
U00091043,男,27,中性,是,湖北
U00091044,男,20,干性/混干,否,广东
U00091045,女,38,中性,是,上海
U00091046,女,37,干性/混干,是,广东
U00091047,女,39,干性/混干,否,上海
U00091048,女,32,干性/混干,是,广东
U00091049,女,32,干性/混干,是,浙江
U00091050,男,23,油性/混油,否,广东
U00091051,女,34,油性/混油,否,山东
U00091052,女,42,油性/混油,是,湖南
U00091053,男,28,油性/混油,否,江苏
U00091054,男,35,中性,否,江苏
U00091055,女,32,敏感肌,是,江苏
U00091056,男,27,干性/混干,是,江苏
U00091057,女,36,敏感肌,是,广东
U00091058,女,46,敏感肌,否,湖北
U00091059,男,43,干性/混干,否,江苏
U00091060,女,25,油性/混油,是,江苏
U00091061,女,32,油性/混油,否,广东
U00091062,女,37,油性/混油,否,广东
U00091063,女,32,敏感肌,是,四川
U00091064,女,21,敏感肌,是,浙江
U00091065,男,25,中性,否,上海
U00091066,男,37,干性/混干,否,北京
U00091067,男,47,敏感肌,否,广东
U00091068,女,26,干性/混干,否,广东
U00091069,女,24,敏感肌,否,江苏
U00091070,女,41,油性/混油,否,北京
U00091071,女,33,敏感肌,是,广东
U00091072,女,28,敏感肌,是,山东
U00091073,女,30,中性,是,浙江
U00091074,女,30,干性/混干,否,北京
U00091075,男,38,干性/混干,否,山东
U00091076,男,33,中性,是,上海
U00091077,女,19,敏感肌,否,北京
U00091078,女,30,油性/混油,否,北京
U00091079,男,46,干性/混干,否,广东
U00091080,女,40,干性/混干,否,江苏
U00091081,女,42,干性/混干,否,上海
U00091082,女,25,干性/混干,是,湖南
U00091083,女,34,油性/混油,是,广东
U00091084,女,39,中性,否,广东
U00091085,女,32,敏感肌,是,广东
U00091086,女,41,油性/混油,是,浙江
U00091087,女,25,敏感肌,是,广东
U00091088,男,33,敏感肌,是,广东
U00091089,女,27,中性,否,上海
U00091090,女,43,油性/混油,否,上海
U00091091,男,31,敏感肌,否,广东
U00091092,男,30,中性,否,北京
U00091093,女,22,干性/混干,否,四川
U00091094,女,38,干性/混干,否,山东
U00091095,女,35,干性/混干,是,上海
U00091096,女,31,中性,是,北京
U00091097,女,36,油性/混油,否,上海
U00091098,女,40,干性/混干,否,四川
U00091099,男,33,中性,否,广东
U00091100,男,35,油性/混油,否,浙江
U00091101,男,36,干性/混干,否,江苏
U00091102,女,18,干性/混干,是,浙江
U00091103,女,35,干性/混干,是,四川
U00091104,女,18,干性/混干,否,广东
U00091105,男,32,干性/混干,否,广东
U00091106,男,36,油性/混油,是,湖北
U00091107,女,18,干性/混干,是,北京
U00091108,女,32,干性/混干,是,北京
U00091109,男,29,油性/混油,否,广东
U00091110,女,30,油性/混油,是,山东
U00091111,女,38,敏感肌,否,上海
U00091112,女,47,干性/混干,是,北京
U00091113,女,37,油性/混油,是,广东
U00091114,女,32,敏感肌,否,湖北
U00091115,女,21,干性/混干,否,湖北
U00091116,女,42,中性,是,北京
U00091117,女,30,油性/混油,是,广东
U00091118,女,18,敏感肌,是,江苏
U00091119,女,22,敏感肌,是,四川
U00091120,女,21,中性,否,江苏
U00091121,女,23,敏感肌,是,湖北
U00091122,男,40,油性/混油,否,北京
U00091123,女,33,油性/混油,是,广东
U00091124,男,36,干性/混干,否,广东
U00091125,女,18,中性,是,广东
U00091126,女,38,敏感肌,否,上海
U00091127,女,37,敏感肌,否,上海
U00091128,女,18,油性/混油,否,北京
U00091129,女,22,油性/混油,否,江苏
U00091130,女,41,敏感肌,否,山东
U00091131,女,27,油性/混油,否,江苏
U00091132,女,40,油性/混油,是,河南
U00091133,男,32,敏感肌,否,北京
U00091134,女,27,中性,是,广东
U00091135,女,30,油性/混油,是,广东
U00091136,女,18,油性/混油,否,北京
U00091137,女,35,油性/混油,是,湖南
U00091138,女,22,敏感肌,是,江苏
U00091139,男,18,油性/混油,是,河南
U00091140,女,20,油性/混油,否,北京
U00091141,女,24,中性,否,江苏
U00091142,女,36,油性/混油,是,河南
U00091143,男,25,干性/混干,是,上海
U00091144,男,38,油性/混油,否,湖南
U00091145,男,39,油性/混油,否,江苏
U00091146,女,39,敏感肌,是,广东
U00091147,男,46,油性/混油,否,北京
U00091148,女,35,中性,是,浙江
U00091149,女,36,中性,是,四川
U00091150,男,26,干性/混干,否,上海
U00091151,女,18,干性/混干,否,四川
U00091152,女,34,敏感肌,否,四川
U00091153,女,21,中性,否,湖南
U00091154,男,20,中性,否,广东
U00091155,女,22,敏感肌,否,四川
U00091156,女,37,中性,是,四川
U00091157,女,39,干性/混干,否,山东
U00091158,男,33,干性/混干,否,广东
U00091159,女,23,敏感肌,否,北京
U00091160,男,29,油性/混油,否,江苏
U00091161,女,43,油性/混油,否,湖南
U00091162,女,29,敏感肌,是,广东
U00091163,男,27,油性/混油,是,北京
U00091164,女,42,干性/混干,否,四川
U00091165,女,50,中性,是,广东
U00091166,女,29,中性,是,北京
U00091167,女,18,中性,是,江苏
U00091168,女,32,油性/混油,否,山东
U00091169,女,29,油性/混油,是,湖北
U00091170,女,43,干性/混干,否,广东
U00091171,女,21,油性/混油,是,上海
U00091172,男,24,敏感肌,否,北京
U00091173,女,29,干性/混干,是,北京
U00091174,女,37,油性/混油,是,广东
U00091175,女,23,油性/混油,是,湖南
U00091176,女,40,油性/混油,否,浙江
U00091177,女,28,敏感肌,是,上海
U00091178,女,19,敏感肌,是,北京
U00091179,男,25,干性/混干,否,广东
U00091180,女,21,中性,否,山东
U00091181,女,21,敏感肌,否,河南
U00091182,男,47,敏感肌,否,河南
U00091183,女,33,敏感肌,是,湖北
U00091184,男,40,油性/混油,是,北京
U00091185,男,28,敏感肌,否,广东
U00091186,女,36,中性,是,上海
U00091187,女,25,油性/混油,否,山东
U00091188,女,45,油性/混油,是,广东
U00091189,女,29,干性/混干,是,浙江
U00091190,女,25,油性/混油,否,广东
U00091191,女,21,油性/混油,否,浙江
U00091192,女,22,敏感肌,是,浙江
U00091193,女,21,油性/混油,是,浙江
U00091194,男,45,敏感肌,否,江苏
U00091195,男,30,油性/混油,否,四川
U00091196,女,29,干性/混干,是,山东
U00091197,男,58,中性,是,北京
U00091198,女,44,油性/混油,是,广东
U00091199,女,21,油性/混油,否,上海
U00091200,男,42,油性/混油,否,江苏
U00091201,女,29,敏感肌,否,上海
U00091202,女,30,干性/混干,是,广东
U00091203,女,27,敏感肌,是,上海
U00091204,女,30,干性/混干,否,浙江
U00091205,女,27,敏感肌,是,上海
U00091206,女,29,敏感肌,否,山东
U00091207,男,28,干性/混干,是,北京
U00091208,女,35,敏感肌,否,湖北
U00091209,男,36,油性/混油,否,广东
U00091210,男,33,敏感肌,否,四川
U00091211,女,43,油性/混油,否,江苏
U00091212,女,40,中性,否,北京
U00091213,男,42,敏感肌,否,浙江
