用户ID,性别,年龄,肤质,会员,RFM分类,聚类
U00004494,女,46,,否,高价值沉睡用户,
U00004495,女,57,,是,低价值/流失用户,
U00004496,女,29,,否,核心价值用户,
U00004497,女,55,,否,潜力发展用户,
U00004498,男,49,,否,高价值沉睡用户,
U00004499,女,49,,否,低价值/流失用户,
U00004500,女,44,,否,高价值沉睡用户,
U00004501,女,48,,否,潜力发展用户,
U00004502,女,41,,是,潜力发展用户,
U00004503,女,48,,否,核心价值用户,
U00004504,男,63,,否,高价值沉睡用户,
U00004505,女,47,,是,高价值沉睡用户,
U00004506,男,21,,否,高价值沉睡用户,
U00004507,男,59,,否,核心价值用户,
U00004508,男,21,,是,核心价值用户,
U00004509,女,57,,是,核心价值用户,
U00004510,女,33,,是,低价值/流失用户,
U00004511,男,34,,否,潜力发展用户,
U00004512,女,57,,是,潜力发展用户,
U00004513,女,35,,是,潜力发展用户,
U00004514,女,31,,否,高价值沉睡用户,
U00004515,男,23,,否,核心价值用户,
U00004516,女,24,,是,高价值沉睡用户,
U00004517,女,60,,否,潜力发展用户,
U00004518,女,57,,否,核心价值用户,
U00004519,男,52,,是,低价值/流失用户,
U00004520,女,32,,否,潜力发展用户,
U00004521,女,33,,是,核心价值用户,
U00004522,女,45,,否,核心价值用户,
U00004523,女,41,,是,核心价值用户,
U00004524,女,55,,是,高价值沉睡用户,
U00004525,女,51,,否,核心价值用户,
U00004526,男,33,,否,潜力发展用户,
U00004527,女,49,,是,潜力发展用户,
U00004528,女,59,,否,潜力发展用户,
U00004529,男,60,,是,低价值/流失用户,
U00004530,男,37,,否,核心价值用户,
U00004531,女,52,,是,高价值沉睡用户,
U00004532,女,19,,是,高价值沉睡用户,
U00004533,女,52,,是,潜力发展用户,
U00004534,男,57,,否,核心价值用户,
U00004535,男,20,,否,高价值沉睡用户,
U00004536,女,46,,否,核心价值用户,
U00004537,女,44,,是,核心价值用户,
U00004538,女,27,,否,高价值沉睡用户,
U00004539,女,43,,否,核心价值用户,
U00004540,男,34,,是,高价值沉睡用户,
U00004541,男,56,,否,潜力发展用户,
U00004542,女,45,,是,高价值沉睡用户,
U00004543,女,42,,否,低价值/流失用户,
U00004544,女,21,,否,潜力发展用户,
U00004545,女,57,,是,核心价值用户,
U00004546,男,48,,否,高价值沉睡用户,
U00004547,男,64,,是,低价值/流失用户,
U00004548,女,42,,是,核心价值用户,
U00004549,女,62,,否,潜力发展用户,
U00004550,男,43,,是,高价值沉睡用户,
U00004551,男,58,,是,高价值沉睡用户,
U00004552,男,54,,是,核心价值用户,
U00004553,女,60,,是,潜力发展用户,
U00004554,女,50,,否,核心价值用户,
U00004555,女,44,,是,潜力发展用户,
U00004556,女,35,,否,潜力发展用户,
U00004557,男,47,,否,潜力发展用户,
U00004558,女,57,,否,高价值沉睡用户,
U00004559,女,40,,否,潜力发展用户,
U00004560,女,38,,否,潜力发展用户,
U00004561,男,44,,否,高价值沉睡用户,
U00004562,男,60,,否,高价值沉睡用户,
U00004563,女,52,,否,核心价值用户,
U00004564,女,64,,是,潜力发展用户,
U00004565,女,49,,否,低价值/流失用户,
U00004566,女,19,,是,潜力发展用户,
U00004567,女,49,,否,核心价值用户,
U00004568,女,35,,是,核心价值用户,
U00004569,女,43,,是,高价值沉睡用户,
U00004570,女,52,,否,低价值/流失用户,
U00004571,男,54,,否,高价值沉睡用户,
U00004572,女,30,,否,潜力发展用户,
U00004573,女,34,,否,核心价值用户,
U00004574,女,64,,是,高价值沉睡用户,
U00004575,女,41,,否,核心价值用户,
U00004576,女,30,,否,潜力发展用户,
U00004577,女,41,,是,高价值沉睡用户,
U00004578,女,65,,是,高价值沉睡用户,
U00004579,女,65,,否,高价值沉睡用户,
U00004580,女,21,,否,潜力发展用户,
U00004581,女,54,,否,高价值沉睡用户,
U00004582,男,19,,是,潜力发展用户,
U00004583,女,25,,是,高价值沉睡用户,
U00004584,女,62,,否,潜力发展用户,
U00004585,女,43,,否,潜力发展用户,
U00004586,女,60,,否,高价值沉睡用户,
U00004587,男,46,,否,高价值沉睡用户,
U00004588,女,60,,否,核心价值用户,
U00004589,女,23,,是,潜力发展用户,
U00004590,女,63,,否,潜力发展用户,
U00004591,女,22,,是,潜力发展用户,
U00004592,女,23,,否,核心价值用户,
U00004593,女,18,,是,核心价值用户,
U00004594,女,57,,是,低价值/流失用户,
U00004595,女,25,,否,核心价值用户,
U00004596,女,59,,否,核心价值用户,
U00004597,男,39,,是,潜力发展用户,
U00004598,女,64,,否,潜力发展用户,
U00004599,女,29,,是,低价值/流失用户,
U00004600,女,37,,否,低价值/流失用户,
U00004601,女,45,,否,潜力发展用户,
U00004602,男,50,,是,核心价值用户,
U00004603,女,26,,否,潜力发展用户,
U00004604,女,62,,否,潜力发展用户,
U00004605,女,54,,是,低价值/流失用户,
U00004606,女,55,,否,低价值/流失用户,
U00004607,女,21,,是,核心价值用户,
U00004608,女,61,,是,潜力发展用户,
U00004609,女,30,,否,潜力发展用户,
U00004610,女,22,,是,潜力发展用户,
U00004611,女,19,,是,核心价值用户,
U00004612,男,59,,否,高价值沉睡用户,
U00004613,女,35,,否,潜力发展用户,
U00004614,女,20,,否,高价值沉睡用户,
U00004615,女,24,,否,高价值沉睡用户,
U00004616,女,29,,否,高价值沉睡用户,
U00004617,女,33,,是,核心价值用户,
U00004618,女,36,,是,潜力发展用户,
U00004619,女,46,,否,高价值沉睡用户,
U00004620,女,24,,是,核心价值用户,
U00004621,女,57,,是,核心价值用户,
U00004622,女,51,,是,潜力发展用户,
U00004623,女,29,,否,低价值/流失用户,
U00004624,女,38,,是,核心价值用户,
U00004625,女,25,,否,核心价值用户,
U00004626,女,31,,是,潜力发展用户,
U00004627,男,59,,否,高价值沉睡用户,
U00004628,女,45,,否,潜力发展用户,
U00004629,女,21,,否,潜力发展用户,
U00004630,女,39,,否,潜力发展用户,
U00004631,女,28,,否,潜力发展用户,
U00004632,男,31,,是,高价值沉睡用户,
U00004633,女,45,,否,潜力发展用户,
U00004634,男,41,,否,潜力发展用户,
U00004635,女,65,,是,潜力发展用户,
U00004636,女,30,,否,潜力发展用户,
U00004637,女,65,,是,低价值/流失用户,
U00004638,女,62,,否,核心价值用户,
U00004639,男,23,,否,低价值/流失用户,
U00004640,女,41,,是,潜力发展用户,
U00004641,女,65,,否,潜力发展用户,
U00004642,女,26,,否,高价值沉睡用户,
U00004643,女,24,,是,高价值沉睡用户,
U00004644,男,30,,否,高价值沉睡用户,
U00004645,女,48,,是,潜力发展用户,
U00004646,女,30,,否,潜力发展用户,
U00004647,女,18,,否,潜力发展用户,
U00004648,女,62,,是,低价值/流失用户,
U00004649,女,32,,是,低价值/流失用户,
U00004650,女,44,,否,潜力发展用户,
U00004651,女,49,,否,潜力发展用户,
U00004652,男,24,,否,核心价值用户,
U00004653,女,64,,是,核心价值用户,
U00004654,男,25,,是,潜力发展用户,
U00004655,女,58,,是,潜力发展用户,
U00004656,女,26,,否,低价值/流失用户,
U00004657,女,58,,否,潜力发展用户,
U00004658,男,45,,是,高价值沉睡用户,
U00004659,女,31,,是,潜力发展用户,
U00004660,女,43,,否,核心价值用户,
U00004661,男,47,,否,高价值沉睡用户,
U00004662,男,27,,否,高价值沉睡用户,
U00004663,男,22,,是,低价值/流失用户,
U00004664,男,51,,否,核心价值用户,
U00004665,男,50,,否,核心价值用户,
U00004666,女,23,,否,潜力发展用户,
U00004667,女,46,,否,高价值沉睡用户,
U00004668,男,30,,是,潜力发展用户,
U00004669,女,24,,是,潜力发展用户,
U00004670,男,33,,是,潜力发展用户,
U00004671,女,31,,是,高价值沉睡用户,
U00004672,女,26,,否,核心价值用户,
U00004673,女,58,,是,核心价值用户,
U00004674,女,40,,是,核心价值用户,
U00004675,男,21,,是,高价值沉睡用户,
U00004676,女,57,,否,高价值沉睡用户,
U00004677,女,65,,否,核心价值用户,
U00004678,女,38,,否,低价值/流失用户,
U00004679,女,44,,否,核心价值用户,
U00004680,男,25,,否,潜力发展用户,
U00004681,男,37,,是,潜力发展用户,
U00004682,女,63,,是,核心价值用户,
U00004683,男,29,,否,潜力发展用户,
U00004684,男,39,,否,核心价值用户,
U00004685,男,64,,是,潜力发展用户,
U00004686,女,39,,否,核心价值用户,
U00004687,男,18,,是,低价值/流失用户,
U00004688,女,26,,否,高价值沉睡用户,
U00004689,女,29,,是,高价值沉睡用户,
U00004690,女,20,,否,核心价值用户,
U00004691,女,28,,是,高价值沉睡用户,
U00004692,男,20,,否,低价值/流失用户,
U00004693,男,28,,否,低价值/流失用户,
U00004694,男,31,,否,低价值/流失用户,
U00004695,女,62,,否,低价值/流失用户,
U00004696,女,58,,否,潜力发展用户,
U00004697,女,38,,否,高价值沉睡用户,
U00004698,女,29,,否,核心价值用户,
U00004699,女,46,,否,潜力发展用户,
U00004700,男,47,,是,核心价值用户,
U00004701,女,36,,是,潜力发展用户,
U00004702,女,37,,是,潜力发展用户,
U00004703,女,29,,是,潜力发展用户,
U00004704,女,50,,是,潜力发展用户,
U00004705,男,30,,是,潜力发展用户,
U00004706,女,63,,否,潜力发展用户,
U00004707,女,23,,是,高价值沉睡用户,
U00004708,男,43,,否,潜力发展用户,
U00004709,女,20,,否,潜力发展用户,
U00004710,女,43,,否,核心价值用户,
U00004711,女,27,,否,核心价值用户,
U00004712,女,34,,否,核心价值用户,
U00004713,女,51,,否,潜力发展用户,
U00004714,女,65,,否,潜力发展用户,
U00004715,女,25,,否,潜力发展用户,
U00004716,男,35,,是,低价值/流失用户,
U00004717,女,27,,是,潜力发展用户,
U00004718,女,58,,是,潜力发展用户,
U00004719,男,22,,是,核心价值用户,
U00004720,女,28,,否,潜力发展用户,
U00004721,女,55,,是,高价值沉睡用户,
U00004722,男,40,,否,潜力发展用户,
U00004723,男,23,,否,核心价值用户,
U00004724,女,35,,否,潜力发展用户,
U00004725,女,32,,是,核心价值用户,
U00004726,女,53,,否,潜力发展用户,
U00004727,女,59,,否,低价值/流失用户,
U00004728,女,30,,否,潜力发展用户,
U00004729,男,40,,是,潜力发展用户,
U00004730,女,50,,否,高价值沉睡用户,
U00004731,女,18,,否,潜力发展用户,
U00004732,女,49,,否,潜力发展用户,
U00004733,女,56,,是,核心价值用户,
U00004734,男,29,,是,核心价值用户,
U00004735,女,60,,否,高价值沉睡用户,
U00004736,女,47,,否,核心价值用户,
U00004737,男,64,,否,核心价值用户,
U00004738,女,29,,否,高价值沉睡用户,
U00004739,男,57,,否,高价值沉睡用户,
U00004740,女,62,,否,核心价值用户,
U00004741,女,41,,否,潜力发展用户,
U00004742,男,22,,否,核心价值用户,
U00004743,女,41,,否,核心价值用户,
U00004744,女,23,,是,核心价值用户,
U00004745,女,61,,是,核心价值用户,
U00004746,女,56,,是,潜力发展用户,
U00004747,女,57,,否,潜力发展用户,
U00004748,男,61,,是,核心价值用户,
U00004749,女,36,,否,潜力发展用户,
U00004750,男,52,,是,潜力发展用户,
U00004751,男,44,,是,高价值沉睡用户,
U00004752,男,50,,是,潜力发展用户,
U00004753,女,57,,否,低价值/流失用户,
U00004754,女,58,,是,潜力发展用户,
U00004755,女,51,,是,核心价值用户,
U00004756,女,36,,否,潜力发展用户,
U00004757,女,40,,是,核心价值用户,
U00004758,男,28,,是,高价值沉睡用户,
U00004759,女,62,,是,低价值/流失用户,
U00004760,女,34,,否,核心价值用户,
U00004761,女,53,,否,潜力发展用户,
U00004762,女,25,,否,核心价值用户,
U00004763,男,56,,是,核心价值用户,
U00004764,女,49,,是,潜力发展用户,
U00004765,女,52,,是,潜力发展用户,
U00004766,女,60,,是,高价值沉睡用户,
U00004767,女,59,,否,潜力发展用户,
U00004768,女,55,,否,核心价值用户,
U00004769,女,59,,否,高价值沉睡用户,
U00004770,女,25,,是,高价值沉睡用户,
U00004771,女,18,,否,高价值沉睡用户,
U00004772,女,24,,否,核心价值用户,
U00004773,男,24,,否,潜力发展用户,
U00004774,男,26,,是,潜力发展用户,
U00004775,女,50,,是,潜力发展用户,
U00004776,女,54,,否,潜力发展用户,
U00004777,女,52,,否,核心价值用户,
U00004778,男,59,,否,低价值/流失用户,
U00004779,女,22,,否,潜力发展用户,
U00004780,女,46,,否,潜力发展用户,
U00004781,男,48,,否,潜力发展用户,
U00004782,女,51,,是,高价值沉睡用户,
U00004783,男,60,,是,核心价值用户,
U00004784,女,35,,否,核心价值用户,
U00004785,男,27,,是,低价值/流失用户,
U00004786,女,19,,否,潜力发展用户,
U00004787,女,38,,是,潜力发展用户,
U00004788,女,58,,否,潜力发展用户,
U00004789,男,38,,否,高价值沉睡用户,
U00004790,男,45,,否,潜力发展用户,
U00004791,男,27,,是,高价值沉睡用户,
U00004792,女,25,,是,核心价值用户,
U00004793,男,26,,否,潜力发展用户,
U00004794,女,28,,是,高价值沉睡用户,
U00004795,女,55,,是,核心价值用户,
U00004796,女,33,,是,高价值沉睡用户,
U00004797,女,39,,否,潜力发展用户,
U00004798,女,24,,是,潜力发展用户,
U00004799,女,61,,否,潜力发展用户,
U00004800,男,65,,是,潜力发展用户,
U00004801,女,18,,是,潜力发展用户,
U00004802,女,51,,否,潜力发展用户,
U00004803,女,27,,否,潜力发展用户,
U00004804,男,54,,否,核心价值用户,
U00004805,女,44,,否,核心价值用户,
U00004806,女,63,,否,高价值沉睡用户,
U00004807,女,44,,否,潜力发展用户,
U00004808,女,37,,否,潜力发展用户,
U00004809,男,25,,否,核心价值用户,
U00004810,女,54,,是,潜力发展用户,
U00004811,男,50,,是,核心价值用户,
U00004812,男,40,,是,潜力发展用户,
U00004813,男,27,,是,高价值沉睡用户,
U00004814,男,63,,是,高价值沉睡用户,
U00004815,女,26,,否,高价值沉睡用户,
U00004816,女,45,,否,低价值/流失用户,
U00004817,女,60,,否,低价值/流失用户,
U00004818,男,21,,否,潜力发展用户,
U00004819,男,36,,是,核心价值用户,
U00004820,男,40,,是,高价值沉睡用户,
U00004821,男,27,,否,潜力发展用户,
U00004822,女,54,,是,高价值沉睡用户,
U00004823,女,56,,否,核心价值用户,
U00004824,男,55,,否,低价值/流失用户,
U00004825,女,65,,否,核心价值用户,
U00004826,男,54,,是,高价值沉睡用户,
U00004827,女,54,,是,潜力发展用户,
U00004828,女,55,,是,核心价值用户,
U00004829,女,19,,是,潜力发展用户,
U00004830,女,36,,否,潜力发展用户,
U00004831,男,24,,否,高价值沉睡用户,
U00004832,女,24,,否,核心价值用户,
U00004833,男,25,,否,核心价值用户,
U00004834,女,56,,是,核心价值用户,
U00004835,女,26,,否,潜力发展用户,
U00004836,女,33,,否,核心价值用户,
U00004837,女,42,,是,核心价值用户,
U00004838,男,23,,是,潜力发展用户,
U00004839,男,27,,否,高价值沉睡用户,
U00004840,女,62,,是,低价值/流失用户,
U00004841,女,46,,是,潜力发展用户,
U00004842,男,20,,否,核心价值用户,
U00004843,男,23,,否,低价值/流失用户,
U00004844,女,31,,是,核心价值用户,
U00004845,女,39,,否,核心价值用户,
U00004846,女,62,,是,核心价值用户,
U00004847,女,37,,是,高价值沉睡用户,
U00004848,男,47,,是,高价值沉睡用户,
U00004849,女,30,,否,潜力发展用户,
U00004850,女,28,,否,潜力发展用户,
U00004851,男,25,,否,低价值/流失用户,
U00004852,女,62,,是,高价值沉睡用户,
U00004853,男,29,,是,核心价值用户,
U00004854,男,44,,否,核心价值用户,
U00004855,男,22,,否,低价值/流失用户,
U00004856,女,41,,否,高价值沉睡用户,
U00004857,女,43,,否,潜力发展用户,
U00004858,女,65,,是,潜力发展用户,
U00004859,女,58,,是,潜力发展用户,
U00004860,女,64,,否,潜力发展用户,
U00004861,女,25,,否,低价值/流失用户,
U00004862,男,51,,否,低价值/流失用户,
U00004863,女,33,,否,高价值沉睡用户,
U00004864,女,65,,是,潜力发展用户,
U00004865,女,20,,否,潜力发展用户,
U00004866,男,44,,否,核心价值用户,
U00004867,女,27,,是,潜力发展用户,
U00004868,男,35,,是,核心价值用户,
U00004869,女,21,,否,核心价值用户,
U00004870,女,48,,否,核心价值用户,
U00004871,女,18,,是,高价值沉睡用户,
U00004872,女,40,,否,核心价值用户,
U00004873,女,60,,是,高价值沉睡用户,
U00004874,女,20,,否,核心价值用户,
U00004875,女,31,,否,潜力发展用户,
U00004876,女,60,,否,潜力发展用户,
U00004877,女,35,,否,潜力发展用户,
U00004878,男,47,,否,核心价值用户,
U00004879,男,28,,是,低价值/流失用户,
U00004880,男,59,,否,潜力发展用户,
U00004881,女,35,,是,核心价值用户,
U00004882,女,63,,是,潜力发展用户,
